gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory
4522663420,,,,CC_BY_NC_4_0,2024-02-12T21:40:12Z,NA,https://www.inaturalist.org/observations/198782632,diomedea_exulans_li,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27126m at the request of the observer,NA,,https://www.inaturalist.org/observations/198782632,198782632,,diomedea_exulans_li,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-08T08:29,08:29:00-07:00,281,281,2022,10,8,2022/10/08 8:29 AM,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Tillamook County, US-OR, US",NA,NA,NA,NA,NA,,,45.756737,-123.699157,27126,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449924695,NA,,,diomedea_exulans_li,NA,2024-02-09T04:55:30Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T15:08:18Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T15:08:18Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.29_1,Tillamook,NA,NA,NT
4519261119,,,,CC_BY_4_0,2024-02-04T19:07:51Z,NA,https://www.inaturalist.org/observations/198359439,Jeff Ward,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27126m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/198359439,198359439,,Jeff Ward,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-03T15:01:12,15:01:12-08:00,34,34,2024,2,3,2024-02-03 15:01:12-08:00,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Oregon, US",NA,NA,NA,NA,NA,,,45.76244,-123.442862,27126,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448540298,NA,,,Max Olson,NA,2024-02-04T04:08:58Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T15:02:42Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T15:02:42Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.29_1,Tillamook,NA,NA,NT
4519260195,,,,CC_BY_4_0,2024-02-04T12:07:29Z,NA,https://www.inaturalist.org/observations/198360688,Jeff Ward,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27126m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/198360688,198360688,,Jeff Ward,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,In small stream,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-03T16:25,16:25:00-08:00,34,34,2024,2,3,2024/02/03 4:25 PM,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Oregon, US",NA,NA,NA,NA,NA,,,45.645359,-123.596859,27126,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448543137,NA,,,Jeff Ward,NA,2024-02-04T04:23:56Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T15:07:40Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T15:07:40Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.29_1,Tillamook,NA,NA,NT
4519197163,,,,CC_BY_4_0,2024-02-04T22:09:44Z,NA,https://www.inaturalist.org/observations/198360689,Jeff Ward,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27126m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/198360689,198360689,,Jeff Ward,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,In small stream,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-03T16:32,16:32:00-08:00,34,34,2024,2,3,2024/02/03 4:32 PM,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Oregon, US",NA,NA,NA,NA,NA,,,45.744475,-123.412048,27126,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448543114,NA,,,Jeff Ward,NA,2024-02-04T04:23:49Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T15:09:38Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T15:09:38Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.29_1,Tillamook,NA,NA,NT
4519191142,,,,CC_BY_4_0,2024-02-04T12:07:26Z,NA,https://www.inaturalist.org/observations/198360687,Jeff Ward,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27126m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/198360687,198360687,,Jeff Ward,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,In small stream,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-03T16:22,16:22:00-08:00,34,34,2024,2,3,2024/02/03 4:22 PM,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Oregon, US",NA,NA,NA,NA,NA,,,45.758171,-123.556703,27126,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448543158,NA,,,Jeff Ward,NA,2024-02-04T04:24:01Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T15:17:39Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T15:17:39Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.29_1,Tillamook,NA,NA,NT
4465730261,,,,CC_BY_NC_4_0,2023-12-15T13:47:41Z,NA,https://www.inaturalist.org/observations/193757861,Geebee57,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27190m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/193757861,193757861,,Geebee57,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-01T17:51,17:51:00-07:00,305,305,2018,11,1,2018/11/01 5:51 PM,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Oregon, US",NA,NA,NA,NA,NA,,,45.34208,-123.305995,27190,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434656736,NA,,,Max Olson,NA,2023-12-13T01:01:10Z,NA,NA,"@jlbr2023 Very understandable, thanks for updating it!",27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T14:51:59Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T14:51:59Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.36_1,Yamhill,NA,NA,NT
4453963728,,,,CC_BY_NC_4_0,2024-02-11T19:47:29Z,NA,https://www.inaturalist.org/observations/191749252,flowerysallies,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 26999m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/191749252,191749252,,flowerysallies,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-22T00:31:01,00:31:01-08:00,326,326,2023,11,22,2023-11-22 00:31:01-08:00,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Washington,,NA,,"Pacific County, US-WA, US",NA,NA,NA,NA,NA,,,46.593367,-123.783961,26999,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428894560,NA,,,flowerysallies,NA,2023-11-22T10:26:35Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T14:59:39Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T14:59:39Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.48_1,Washington,USA.48.25_1,Pacific,NA,NA,NT
4453898317,,,,CC_BY_NC_4_0,2023-11-24T15:41:52Z,NA,https://www.inaturalist.org/observations/191739439,flowerysallies,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 26999m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/191739439,191739439,,flowerysallies,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-21T21:48:55,21:48:55-08:00,325,325,2023,11,21,2023-11-21 21:48:55-08:00,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Washington,,NA,,"Pacific County, US-WA, US",NA,NA,NA,NA,NA,,,46.484824,-123.629316,26999,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428866227,NA,,,flowerysallies,NA,2023-11-22T06:14:34Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T14:27:55Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T14:27:55Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.48_1,Washington,USA.48.25_1,Pacific,NA,NA,NT
4453881495,,,,CC_BY_NC_4_0,2023-11-27T19:57:19Z,NA,https://www.inaturalist.org/observations/192367208,Liam Hopkins,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27190m at the request of the observer,NA,,https://www.inaturalist.org/observations/192367208,192367208,,Liam Hopkins,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,"Found 3 in leaf litter at the bottom of a rocky wash, with a steady, heavy stream of water dripping down. Lifer! Tillamook County",,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-22T12:44:57,12:44:57-08:00,326,326,2023,11,22,2023-11-22 12:44:57-08:00,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Oregon,,NA,,"Tillamook County, US-OR, US",NA,NA,NA,NA,NA,,,45.231054,-123.562405,27190,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430428965,NA,,,Liam Hopkins,NA,2023-11-27T19:27:04Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T14:45:04Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T14:45:04Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.38_1,Oregon,USA.38.29_1,Tillamook,NA,NA,NT
4453820278,,,,CC_BY_NC_4_0,2023-11-25T03:28:55Z,NA,https://www.inaturalist.org/observations/191739828,flowerysallies,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 26999m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/191739828,191739828,,flowerysallies,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-21T21:55:16,21:55:16-08:00,325,325,2023,11,21,2023-11-21 21:55:16-08:00,NA,NA,NA,NA,NA,NA,,NA,NA,,NORTH_AMERICA,NA,NA,NA,US,Washington,,NA,,"Pacific County, US-WA, US",NA,NA,NA,NA,NA,,,46.497213,-123.647098,26999,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428867356,NA,,,flowerysallies,NA,2023-11-22T06:23:14Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T14:54:07Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T14:54:07Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.48_1,Washington,USA.48.25_1,Pacific,NA,NA,NT
4431085077,,,,CC0_1_0,2023-11-24T15:43:24Z,NA,https://www.inaturalist.org/observations/187861581,66dodge,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,Coordinate uncertainty increased to 27031m to protect threatened taxon,NA,,https://www.inaturalist.org/observations/187861581,187861581,,66dodge,NA,NA,NA,,,Adult,NA,NA,NA,NA,,NA,NA,,PRESENT,,NA,NA,NA,,NA,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-15T13:53,13:53:00-07:00,288,288,2023,10,15,2023/10/15 1:53 PM,NA,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,NA,US,Washington,,NA,,"Washington, US",NA,NA,NA,NA,NA,,,46.261525,-124.153167,27031,NA,NA,,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418517370,NA,,,66dodge,NA,2023-10-17T03:17:02Z,NA,NA,,27696,NA,NA,NA,NA,NA,NA,,"Rhyacotriton kezeri Good & Wake, 1992",NA,NA,NA,NA,NA,NA,,Animalia,Chordata,Amphibia,Caudata,NA,Rhyacotritonidae,NA,NA,NA,Rhyacotriton,Rhyacotriton,NA,NA,kezeri,NA,NA,SPECIES,NA,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2024-02-23T15:15:53Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;TAXON_MATCH_TAXON_ID_IGNORED,StillImage,TRUE,FALSE,2431179,2431179,1,44,131,953,3104,2431175,NA,2431179,Rhyacotriton kezeri,"Rhyacotriton kezeri Good & Wake, 1992",Rhyacotriton kezeri,NA,DWC_ARCHIVE,2024-02-23T15:15:53Z,2024-02-23T05:16:29Z,FALSE,NA,NA,FALSE,NORTH_AMERICA,NORTH_AMERICA,,,,,,,NA,NA,NT
