Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.23089E-6,0.000223089,0.000740366,1,0,0
6.57372E-6,0.000880461,0.002180049,0.997635934,0,0
6.85344E-6,0.001565805,0.002272708,0.995271868,0,0
8.078E-6,0.00313738,0.002678245,0.990543735,0,0
1.21198E-5,0.006147017,0.004015594,0.983451537,0,0
1.57155E-5,0.01050185,0.005203841,0.976359338,0,0
2.24251E-5,0.026799675,0.007417347,0.955082742,0,0
4.55409E-5,0.050715118,0.01500554,0.938534279,0,0
8.61515E-5,0.104509647,0.028196558,0.919621749,0,0
1.61892E-4,0.209257803,0.052328219,0.898345154,0,0
1.98634E-4,0.300288664,0.063817632,0.886524823,0,0
2.16813E-4,0.402841468,0.069450785,0.874704492,0.004273504,0
2.61147E-4,0.502735651,0.083046858,0.865248227,0.004273504,0
2.79716E-4,0.612056828,0.088682437,0.855791962,0.004273504,0
3.15241E-4,0.702143581,0.09936745,0.848699764,0.004273504,0
3.23144E-4,0.766129421,0.101727283,0.843971631,0.004273504,0
3.70234E-4,0.836864201,0.115661312,0.839243499,0.004273504,0
3.78665E-4,0.912203873,0.118133238,0.834515366,0.004273504,0
4.14265E-4,1.032652569,0.128494631,0.827423168,0.004273504,0
4.17397E-4,1.116008197,0.129400223,0.822695035,0.004273504,0
4.48885E-4,1.244793796,0.138453796,0.815602837,0.008547009,0
4.93823E-4,1.340545507,0.15121184,0.810874704,0.008547009,0
4.98945E-4,1.440302163,0.152654188,0.806146572,0.008547009,0
6.12384E-4,1.556850362,0.183972483,0.80141844,0.008547009,0
6.86436E-4,1.754293357,0.203789777,0.794326241,0.008547009,0
7.11599E-4,2.03498122,0.210413567,0.784869976,0.012820513,0
7.41371E-4,2.253875106,0.218179376,0.777777778,0.017094017,0
8.61493E-4,2.577772656,0.248744637,0.768321513,0.017094017,0
8.78279E-4,2.752978115,0.252919628,0.763593381,0.017094017,0
9.25892E-4,3.024489418,0.264635954,0.756501182,0.021367521,0
1.00508E-3,3.323263028,0.283716331,0.749408983,0.021367521,0
1.1123E-3,3.541159351,0.308764556,0.744680851,0.021367521,0
1.13826E-3,3.767724447,0.314696218,0.739952719,0.025641026,0
1.19886E-3,4.007012947,0.328346989,0.735224586,0.025641026,0
1.23348E-3,4.372371768,0.336022316,0.728132388,0.025641026,0
1.28642E-3,4.501013842,0.347590428,0.725768322,0.025641026,0
1.31413E-3,4.763612089,0.35356405,0.721040189,0.02991453,0
1.35481E-3,5.030639353,0.362237277,0.716312057,0.02991453,0
1.38257E-3,5.305882387,0.368086378,0.711583924,0.02991453,0
1.44658E-3,5.589704415,0.38137316,0.706855792,0.02991453,0
1.48397E-3,5.882875348,0.389004742,0.70212766,0.02991453,0
1.50802E-3,6.033677511,0.393865088,0.699763593,0.02991453,0
1.54985E-3,6.340265959,0.402224099,0.695035461,0.02991453,0
1.59285E-3,6.657305861,0.410697954,0.690307329,0.02991453,0
1.59388E-3,6.816693373,0.410897714,0.687943262,0.02991453,0
1.61458E-3,7.139607491,0.414932686,0.68321513,0.02991453,0
1.62491E-3,7.302098583,0.416936466,0.680851064,0.02991453,0
1.63321E-3,7.628444671,0.418541549,0.676122931,0.02991453,0
1.66914E-3,7.795358337,0.425434834,0.673758865,0.02991453,0
1.70366E-3,8.133279951,0.431982851,0.669030733,0.034188034,0
1.73602E-3,8.306882065,0.438052551,0.666666667,0.034188034,0
1.86158E-3,8.669762501,0.46099503,0.661938534,0.038461538,0
1.9149E-3,8.861252763,0.470453526,0.659574468,0.038461538,0
1.94045E-3,9.055297401,0.474925277,0.657210402,0.038461538,0
1.99535E-3,9.254832854,0.484410217,0.654846336,0.038461538,0
2.03424E-3,9.659999888,0.491022745,0.650118203,0.038461538,0
2.04138E-3,9.864138352,0.492229396,0.647754137,0.038461538,0
2.04138E-3,10.068276817,0.492229396,0.643026005,0.038461538,0
2.04646E-3,10.272922593,0.493083884,0.643026005,0.047008547,0
2.0603E-3,10.684599725,0.495408706,0.638297872,0.055555556,0
2.06728E-3,10.891327468,0.496575599,0.635933806,0.055555556,0
2.06955E-3,11.098282505,0.49695534,0.63356974,0.055555556,0
2.09192E-3,11.307474255,0.500676979,0.631205674,0.05982906,0
2.1155E-3,11.519024735,0.504571819,0.628841608,0.064102564,0
2.1284E-3,11.943415062,0.506688018,0.624113475,0.072649573,0
2.15858E-3,12.15927314,0.511606479,0.621749409,0.072649573,0
2.19178E-3,12.378451588,0.516960668,0.619385343,0.072649573,0
2.1977E-3,12.598221191,0.51790775,0.617021277,0.076923077,0
2.20309E-3,12.818530655,0.51877103,0.61465721,0.076923077,0
2.2111E-3,13.039640334,0.520047795,0.612293144,0.076923077,0
2.21501E-3,13.261141626,0.520671388,0.609929078,0.081196581,0
2.25732E-3,13.70940066,0.527357592,0.605200946,0.081196581,0
2.25779E-3,13.935179856,0.527430865,0.602836879,0.081196581,0
2.28744E-3,14.163924135,0.53205995,0.600472813,0.081196581,0
2.28853E-3,14.392776886,0.532228436,0.598108747,0.085470085,0
2.30501E-3,14.623278381,0.534781889,0.595744681,0.085470085,0
2.32369E-3,14.855647221,0.537657065,0.593380615,0.085470085,0
2.32466E-3,15.088112741,0.537805441,0.591016548,0.085470085,0
2.33555E-3,15.321667408,0.53947367,0.588652482,0.08974359,0
2.3364E-3,15.555307172,0.539603757,0.586288416,0.08974359,0
2.36231E-3,15.791537899,0.543547017,0.58392435,0.094017094,0
2.37463E-3,16.029000951,0.545410657,0.581560284,0.098290598,0
2.38504E-3,16.267505402,0.546979629,0.579196217,0.102564103,0
2.41675E-3,16.509180759,0.551723644,0.576832151,0.106837607,0
2.43609E-3,16.75278946,0.554591723,0.574468085,0.111111111,0
2.43908E-3,17.240585243,0.555034729,0.569739953,0.115384615,0
2.44387E-3,17.484971826,0.555740511,0.567375887,0.115384615,0
2.44481E-3,17.729453284,0.555880422,0.56501182,0.115384615,0
2.46685E-3,17.976138622,0.559118065,0.562647754,0.11965812,0
2.47395E-3,18.223533833,0.56015588,0.560283688,0.11965812,0
2.47729E-3,18.471262703,0.560642837,0.557919622,0.123931624,0
2.4776E-3,18.719023076,0.560688786,0.555555556,0.128205128,0
2.49827E-3,18.96885036,0.56369302,0.553191489,0.132478632,0
2.49835E-3,19.218685504,0.563704405,0.550827423,0.132478632,0
2.50124E-3,19.468809372,0.564122414,0.548463357,0.136752137,0
2.50585E-3,19.719394085,0.564788785,0.546099291,0.141025641,0
2.50611E-3,19.970005074,0.564826748,0.543735225,0.145299145,0
2.52002E-3,20.22200735,0.566832168,0.541371158,0.145299145,0
2.5203E-3,20.474037491,0.566872239,0.539007092,0.14957265,0
2.53763E-3,20.727800118,0.569356323,0.536643026,0.153846154,0
2.54033E-3,20.981833328,0.569743004,0.53427896,0.158119658,0
2.55063E-3,21.236896333,0.571211475,0.531914894,0.158119658,0
2.55153E-3,21.492049721,0.571340121,0.529550827,0.162393162,0
2.55228E-3,21.747277882,0.571446519,0.527186761,0.166666667,0
2.55893E-3,22.003170979,0.572391524,0.524822695,0.166666667,0
2.55893E-3,22.259064076,0.572391524,0.520094563,0.166666667,0
2.56218E-3,22.515281645,0.572851908,0.520094563,0.175213675,0
2.56402E-3,22.771683939,0.573113784,0.517730496,0.175213675,0
2.60137E-3,23.031820486,0.578373421,0.51536643,0.175213675,0
2.61281E-3,23.293101795,0.579972783,0.513002364,0.175213675,0
2.62683E-3,23.555785143,0.58192333,0.510638298,0.175213675,0
2.62903E-3,23.818687653,0.582227412,0.508274232,0.175213675,0
2.63738E-3,24.345328399,0.583384938,0.503546099,0.183760684,0
2.64982E-3,24.61031085,0.585102303,0.501182033,0.188034188,0
2.66114E-3,24.876424974,0.586658181,0.498817967,0.188034188,0
2.66577E-3,25.143001872,0.587292742,0.496453901,0.188034188,0
2.66929E-3,25.40993116,0.58777529,0.494089835,0.188034188,0
2.67628E-3,25.677559048,0.588730256,0.491725768,0.192307692,0
2.68945E-3,25.946503967,0.590524588,0.489361702,0.200854701,0
2.69753E-3,26.216256834,0.591621465,0.486997636,0.205128205,0
2.69968E-3,26.755978084,0.591913554,0.482269504,0.213675214,0
2.71163E-3,27.02714101,0.593528737,0.479905437,0.217948718,0
2.71534E-3,27.298674961,0.594029112,0.477541371,0.222222222,0
2.72496E-3,27.571170468,0.595323026,0.475177305,0.222222222,0
2.72884E-3,27.844053975,0.595843969,0.472813239,0.226495726,0
2.74941E-3,28.11899526,0.598595623,0.470449173,0.230769231,0
2.75265E-3,28.394259884,0.599026285,0.468085106,0.235042735,0
2.75315E-3,28.669574602,0.599092964,0.46572104,0.239316239,0
2.76531E-3,28.946105438,0.600708334,0.463356974,0.243589744,0
2.76592E-3,29.222697857,0.600789961,0.460992908,0.243589744,0
2.77818E-3,29.500515833,0.602410953,0.458628842,0.247863248,0
2.79151E-3,29.779667199,0.604167096,0.456264775,0.252136752,0
2.80692E-3,30.060359696,0.60618718,0.453900709,0.256410256,0
2.80878E-3,30.341237262,0.606429072,0.451536643,0.260683761,0
2.80878E-3,30.622114828,0.606429072,0.446808511,0.260683761,0
2.82509E-3,30.904623729,0.608554859,0.446808511,0.269230769,0
2.82509E-3,31.187132631,0.608554859,0.442080378,0.269230769,0
2.83248E-3,31.470380457,0.609513966,0.442080378,0.277777778,0
2.84948E-3,31.755328534,0.611711939,0.439716312,0.282051282,0
2.86534E-3,32.041862889,0.613751419,0.437352246,0.286324786,0
2.88093E-3,32.329955726,0.615744728,0.43498818,0.290598291,0
2.88308E-3,32.618263368,0.616018657,0.432624113,0.290598291,0
2.88733E-3,32.906996439,0.616560607,0.430260047,0.290598291,0
2.90158E-3,33.1971544,0.618370197,0.427895981,0.294871795,0
2.91848E-3,33.489002036,0.620504996,0.425531915,0.299145299,0
2.92212E-3,33.781213674,0.620963324,0.423167849,0.303418803,0
2.94336E-3,34.075549215,0.623626592,0.420803783,0.307692308,0
2.94604E-3,34.370152829,0.623961407,0.418439716,0.307692308,0
2.95206E-3,34.665358638,0.62471245,0.41607565,0.311965812,0
2.95265E-3,34.960623733,0.62478631,0.413711584,0.311965812,0
2.95265E-3,35.255888829,0.62478631,0.408983452,0.311965812,0
2.96548E-3,35.552436991,0.626381204,0.408983452,0.320512821,0
2.96801E-3,35.849238475,0.626695291,0.406619385,0.320512821,0
2.96817E-3,36.146055368,0.626714388,0.404255319,0.320512821,0
3.00293E-3,36.743165549,0.630997854,0.399527187,0.329059829,0
3.00973E-3,37.044138397,0.63182942,0.397163121,0.333333333,0
3.0205E-3,37.346188765,0.633144121,0.394799054,0.337606838,0
3.0205E-3,37.648239134,0.633144121,0.390070922,0.337606838,0
3.05344E-3,37.953583201,0.637133783,0.390070922,0.346153846,0
3.07587E-3,38.26116981,0.63982532,0.387706856,0.35042735,0
3.07911E-3,38.569080797,0.640212987,0.38534279,0.354700855,0
3.09595E-3,38.878675925,0.642219027,0.382978723,0.358974359,0
3.11659E-3,39.190334779,0.644661958,0.380614657,0.363247863,0
3.12498E-3,39.502832452,0.645650135,0.378250591,0.363247863,0
3.12498E-3,39.815330126,0.645650135,0.373522459,0.363247863,0
3.1341E-3,40.128739977,0.646721613,0.373522459,0.371794872,0
3.14337E-3,40.443076762,0.647807106,0.371158392,0.376068376,0
3.16782E-3,40.75985853,0.650654345,0.368794326,0.376068376,0
3.17604E-3,41.077462773,0.651606952,0.36643026,0.38034188,0
3.17733E-3,41.395195662,0.651755719,0.364066194,0.38034188,0
3.21418E-3,42.034346864,0.655990648,0.359338061,0.388888889,0
